Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,home_points_5,away_points_5,home_weighted,away_weighted,home_diff_5,away_diff_5,home_home_points,away_away_points,elo_home,elo_away,rest_home,rest_away
E0,1995-09-09,Southampton,Newcastle,1,0,H,1,12,5,42,-3,8,1,6,1481.700777075879,1537.8372782223507,10,10
E0,1995-09-09,Tottenham,Leeds,2,1,H,2,10,7,32,-3,4,0,4,1480.5901633790354,1528.3391168693188,10,10
E0,1995-09-09,QPR,Sheffield Weds,0,3,A,3,4,12,14,-4,-2,3,1,1481.9240274659198,1491.8709657274972,10,10
E0,1995-09-09,Wimbledon,Liverpool,1,0,H,7,9,20,33,2,3,4,3,1508.41859688466,1519.1784764791591,10,10
E0,1995-09-09,Coventry,Nott'm Forest,1,1,D,5,6,18,18,-2,1,4,4,1500.5431116913867,1508.6201736818387,10,11
E0,1995-09-09,Bolton,Middlesbrough,1,1,D,3,4,12,15,-3,1,3,1,1482.1960146154715,1500.8071001515611,10,10
E0,1995-09-09,Blackburn,Aston Villa,1,1,D,3,9,6,30,-2,2,3,3,1480.1098814544919,1519.2018756170567,12,10
E0,1995-09-09,Everton,Man United,2,3,A,7,9,29,36,2,2,3,3,1509.1564332731973,1519.9407584348223,10,12
E0,1995-09-10,Man City,Arsenal,0,1,A,1,6,2,20,-4,2,1,4,1470.6216714349844,1509.4319020151136,11,12
E0,1995-09-11,West Ham,Chelsea,1,3,A,2,3,9,10,-2,-2,1,1,1481.093183943235,1490.8473536359568,12,12
E0,1995-09-12,Middlesbrough,Southampton,0,0,D,5,4,16,19,1,-2,3,0,1500.2873020530928,1493.3026005354334,3,3
E0,1995-09-16,Sheffield Weds,Tottenham,1,3,A,7,5,25,20,1,-2,3,2,1501.305687952751,1491.9559009948282,7,7
E0,1995-09-16,Newcastle,Man City,3,1,H,12,1,30,1,7,-5,6,0,1526.5624415482228,1461.7340965743633,7,6
E0,1995-09-16,Middlesbrough,Coventry,2,1,H,6,6,16,18,1,-2,4,1,1500.08629326196,1500.7755463512096,4,7
E0,1995-09-16,Man United,Bolton,3,0,H,12,4,42,14,3,-3,6,0,1529.3521497498396,1482.731172949368,7,7
E0,1995-09-16,Chelsea,Southampton,3,0,H,6,5,22,20,0,-2,2,1,1500.2874475652077,1493.4978260994847,5,4
E0,1995-09-16,Leeds,QPR,1,3,A,10,3,22,9,3,-7,6,0,1517.2957349082453,1472.2102451674468,7,7
E0,1995-09-16,Aston Villa,Wimbledon,2,0,H,10,10,26,28,2,3,6,3,1518.1132969898774,1518.7281921423107,7,7
E0,1995-09-16,Arsenal,West Ham,1,0,H,9,2,29,7,3,-4,2,1,1518.0676091282714,1471.3738577770996,6,5
E0,1995-09-16,Liverpool,Blackburn,3,0,H,9,4,24,8,2,-2,6,0,1509.165516261395,1481.2303153193764,7,7
E0,1995-09-17,Nott'm Forest,Everton,3,2,H,7,7,17,22,1,1,2,4,1508.3944255179429,1499.4667314549013,8,8
E0,1995-09-23,Sheffield Weds,Man United,0,0,D,7,15,18,45,0,8,3,6,1491.0366443952794,1538.018286369455,7,7
E0,1995-09-23,West Ham,Everton,2,1,H,2,6,5,15,-4,0,1,4,1462.9538365473654,1490.003603310328,7,6
E0,1995-09-23,Man City,Middlesbrough,0,1,A,0,8,0,25,-7,2,1,2,1453.8043764526744,1510.1061315345426,7,7
E0,1995-09-23,Wimbledon,Leeds,2,4,A,7,7,18,12,0,0,7,4,1508.9987605114395,1506.0053054081116,7,7
E0,1995-09-23,Blackburn,Coventry,5,1,H,1,6,4,12,-6,0,4,1,1472.2950348815139,1491.0440376364097,7,7
E0,1995-09-23,Aston Villa,Nott'm Forest,1,1,D,10,7,31,25,2,1,9,5,1528.130995076546,1518.1375223675623,7,6
E0,1995-09-23,Arsenal,Southampton,4,2,H,11,5,35,15,4,-4,5,1,1526.731688452752,1483.9750834447607,7,7
E0,1995-09-23,Liverpool,Bolton,5,2,H,9,4,30,10,4,-5,9,0,1518.3632047284764,1474.3091670601214,7,7
E0,1995-09-24,Newcastle,Chelsea,2,0,H,12,8,33,31,6,3,9,4,1534.7178890313899,1510.0920514234192,8,8
E0,1995-09-25,QPR,Tottenham,2,3,A,6,7,21,30,-4,0,3,5,1483.1798890386328,1501.9294427247835,9,9
E0,1995-09-30,Bolton,QPR,0,1,A,4,6,6,15,-6,-2,4,3,1465.8170788905852,1473.719021307228,7,5
E0,1995-09-30,Chelsea,Arsenal,1,0,H,7,11,23,39,1,4,5,7,1501.0652070551619,1535.5072295182872,6,7
E0,1995-09-30,Coventry,Aston Villa,0,3,A,3,8,6,26,-5,1,5,4,1480.807782085268,1527.843439108315,7,7
E0,1995-09-30,Leeds,Sheffield Weds,2,0,H,7,5,20,16,1,-1,6,4,1515.8011894080307,1492.3807024446253,7,7
E0,1995-09-30,Middlesbrough,Blackburn,2,0,H,8,4,32,18,1,-1,7,0,1518.265278398456,1482.8341513391224,7,7
E0,1995-09-30,Nott'm Forest,Man City,3,0,H,7,0,23,0,1,-7,5,0,1518.4168084585183,1445.4108339081263,7,7
E0,1995-09-30,Tottenham,Wimbledon,3,1,H,10,4,38,11,2,-5,3,3,1511.1192612025154,1498.9126040795936,5,7
E0,1995-10-01,Man United,Liverpool,2,2,D,13,12,35,36,7,8,9,3,1536.7122341487552,1527.1019795477202,8,8
E0,1995-10-01,Everton,Newcastle,1,3,A,6,12,9,36,1,6,3,6,1479.5355772035482,1544.0102850091346,8,7
E0,1995-10-02,Southampton,West Ham,0,0,D,5,5,10,18,-4,-2,4,1,1475.447516167862,1473.7308221594171,9,9
E0,1995-10-14,Aston Villa,Chelsea,0,1,A,11,10,33,31,6,4,10,4,1536.25413778001,1512.053293567662,14,14
E0,1995-10-14,Blackburn,Southampton,2,1,H,4,5,14,10,-2,-4,7,1,1474.1055952184429,1475.398106144545,14,12
E0,1995-10-14,Bolton,Everton,1,1,D,1,3,2,3,-8,-3,4,4,1456.044475868405,1471.3702956920579,14,13
E0,1995-10-14,Leeds,Arsenal,0,3,A,7,10,28,28,1,3,9,7,1525.128112795677,1524.8331945344228,14,14
E0,1995-10-14,Liverpool,Coventry,0,0,D,10,2,29,3,6,-8,12,1,1527.3705609882647,1472.1533666956464,13,14
E0,1995-10-14,Man United,Man City,1,0,H,11,0,27,0,5,-9,10,0,1536.4356993089427,1437.6990905935836,13,14
E0,1995-10-14,QPR,Newcastle,2,3,A,6,12,24,39,-2,6,3,9,1483.2107453771234,1551.9494783934745,14,13
E0,1995-10-14,Tottenham,Nott'm Forest,0,1,A,13,9,43,31,6,4,6,6,1520.7680698564106,1526.3459175007429,14,14
E0,1995-10-15,Sheffield Weds,Middlesbrough,0,1,A,5,11,11,39,-1,4,4,5,1483.3204673912055,1527.2490091154077,15,15
E0,1995-10-16,Wimbledon,West Ham,0,1,A,4,5,7,18,-5,-2,7,2,1489.5408265334509,1473.7788100816745,16,14
E0,1995-10-21,Nott'm Forest,Bolton,3,2,H,11,2,37,6,5,-7,8,0,1535.9024624478454,1456.4853025381897,7,7
E0,1995-10-21,West Ham,Blackburn,1,1,D,7,7,28,25,-1,0,4,0,1483.9315937130227,1484.1427965017147,5,7
E0,1995-10-21,Middlesbrough,QPR,1,0,H,13,6,43,18,5,-2,10,6,1535.744527410889,1475.1637887239576,6,7
E0,1995-10-21,Newcastle,Wimbledon,6,1,H,12,3,42,3,6,-6,12,3,1559.7747021422313,1479.08747021294,7,5
E0,1995-10-21,Coventry,Sheffield Weds,0,1,A,2,4,6,6,-8,-2,5,4,1473.6851319699533,1474.5781378032436,7,6
E0,1995-10-21,Arsenal,Aston Villa,2,0,H,12,8,33,22,6,4,8,7,1534.553688332121,1525.5587058509568,7,7
E0,1995-10-21,Man City,Leeds,0,0,D,0,6,0,21,-8,-2,1,7,1430.6579328700877,1515.1196243678155,7,7
E0,1995-10-21,Chelsea,Man United,1,4,A,12,11,36,31,5,5,8,7,1522.4418149134124,1543.667943126057,7,7
E0,1995-10-22,Everton,Tottenham,1,1,D,1,12,5,30,-5,5,3,8,1470.9421330789073,1510.9285994253864,8,8
E0,1995-10-22,Southampton,Liverpool,1,3,A,2,8,5,24,-6,5,5,4,1465.6497454304767,1525.7945292631312,8,8
E0,1995-10-28,Sheffield Weds,West Ham,0,1,A,4,8,17,26,-4,1,4,5,1484.2654536413315,1483.9376726171845,7,7
E0,1995-10-28,QPR,Nott'm Forest,1,1,D,6,13,12,41,0,6,3,9,1467.1200380114856,1543.6556486592506,7,7
E0,1995-10-28,Man United,Middlesbrough,2,0,H,11,15,35,45,7,6,13,8,1552.7890190474366,1544.0183322343075,7,7
E0,1995-10-28,Wimbledon,Southampton,1,2,A,0,1,0,3,-12,-8,7,1,1471.5784619776318,1457.3637640793893,7,6
E0,1995-10-28,Leeds,Coventry,3,1,H,7,1,20,4,-1,-9,9,2,1512.800232307285,1463.7108346873492,7,7
E0,1995-10-28,Blackburn,Chelsea,3,0,H,7,9,23,24,0,0,10,7,1484.1368925624165,1513.0519930309931,7,7
E0,1995-10-28,Aston Villa,Everton,1,0,H,7,2,14,9,2,-4,10,5,1516.0974532760051,1472.087981340412,7,6
E0,1995-10-28,Liverpool,Man City,6,0,H,11,1,31,5,8,-7,13,0,1533.850013309553,1433.0421524381184,6,7
E0,1995-10-29,Tottenham,Newcastle,1,1,D,10,15,23,45,4,12,6,12,1509.8153104950836,1567.4932067723316,7,8
E0,1995-10-30,Bolton,Arsenal,1,0,H,1,12,4,36,-8,7,5,10,1448.9429138329044,1544.294849753256,9,9
E0,1995-11-04,West Ham,Aston Villa,1,4,A,11,7,33,22,3,1,5,7,1493.659084341709,1524.8374904167174,7,7
E0,1995-11-04,Arsenal,Man United,1,0,H,9,11,24,39,5,6,11,10,1531.959208128829,1562.5366319985665,5,7
E0,1995-11-04,Chelsea,Sheffield Weds,0,0,D,6,4,15,13,-6,-3,8,7,1502.5319410147235,1474.256019347881,7,7
E0,1995-11-04,Coventry,Tottenham,2,3,A,1,8,3,18,-10,2,5,9,1455.3560756062898,1511.4603295604115,7,6
E0,1995-11-04,Man City,Bolton,1,0,H,1,4,4,18,-11,-4,2,0,1426.0538562850834,1461.6204736931431,7,5
E0,1995-11-04,Middlesbrough,Leeds,1,1,D,12,10,30,28,3,3,13,8,1534.5508275894392,1521.3966533645805,7,7
E0,1995-11-04,Newcastle,Liverpool,2,1,H,13,11,35,35,10,11,15,7,1565.8942894610504,1541.02729985316,6,7
E0,1995-11-04,Southampton,QPR,2,0,H,4,4,17,11,-4,-2,5,6,1467.4732992588679,1469.2879557708322,7,7
E0,1995-11-05,Everton,Blackburn,1,0,H,2,10,7,31,-4,6,4,1,1463.5946751156143,1494.96721990833,8,8
E0,1995-11-06,Nott'm Forest,Wimbledon,4,1,H,11,0,33,0,5,-11,11,3,1541.5472757555615,1461.1695582118323,9,9
E0,1995-11-08,Newcastle,Blackburn,1,0,H,13,7,37,21,9,1,15,1,1575.1797796199642,1484.3786688873452,4,3
E0,1995-11-18,Aston Villa,Newcastle,1,1,D,9,13,30,39,4,8,10,10,1533.6832081734108,1582.6242333614157,14,10
E0,1995-11-18,Blackburn,Nott'm Forest,7,0,H,7,13,14,37,2,8,10,7,1477.1333692670682,1549.274226931086,10,12
E0,1995-11-18,Bolton,West Ham,0,3,A,4,8,14,22,-2,-1,8,8,1450.9151421137462,1484.5540698458208,14,14
E0,1995-11-18,Leeds,Chelsea,1,0,H,8,7,23,14,1,-4,9,6,1521.764203289504,1501.7198866470249,14,14
E0,1995-11-18,Liverpool,Everton,1,2,A,8,5,24,20,7,-2,13,4,1532.0071333425221,1474.49520334551,14,13
E0,1995-11-18,Man United,Southampton,4,1,H,10,7,28,28,5,0,13,4,1551.9702387632703,1477.5255287968496,14,14
E0,1995-11-18,Sheffield Weds,Man City,1,1,D,4,4,14,18,-3,-9,1,0,1475.0448506744306,1437.0739848642067,14,14
E0,1995-11-18,Tottenham,Arsenal,2,1,H,8,9,25,30,2,4,7,7,1519.6248148674156,1542.837031888963,14,14
E0,1995-11-18,Wimbledon,Middlesbrough,0,0,D,0,10,0,23,-12,2,4,7,1453.6524204880923,1534.1724008206181,12,14
E0,1995-11-19,QPR,Coventry,1,1,D,4,1,7,2,-3,-7,4,2,1459.525007763787,1446.9569947183952,15,15
E0,1995-11-20,Southampton,Aston Villa,0,1,A,6,7,21,26,-3,1,8,7,1469.8519118929694,1535.082600493882,2,2
E0,1995-11-21,Arsenal,Sheffield Weds,4,2,H,9,5,21,15,4,-1,13,8,1532.4761114945488,1473.9562917993414,3,3
E0,1995-11-21,Middlesbrough,Tottenham,0,1,A,8,8,18,32,0,1,11,11,1531.9576989657207,1530.2919239058833,3,3
E0,1995-11-22,Chelsea,Bolton,3,2,H,4,4,7,10,-6,-4,8,0,1492.5660168763618,1441.8803341880507,4,4
E0,1995-11-22,Coventry,Man United,0,4,A,2,12,6,33,-4,8,2,10,1447.3081796576314,1559.8597477677858,3,4
E0,1995-11-22,Everton,QPR,2,0,H,8,2,30,8,1,-4,7,6,1485.8078744522993,1459.1634289690285,4,3
E0,1995-11-22,Man City,Wimbledon,1,0,H,5,1,19,5,-6,-10,4,0,1438.1315732977341,1455.929352042699,4,4
E0,1995-11-22,West Ham,Liverpool,0,0,D,10,7,29,16,2,6,5,7,1493.3319603906893,1520.3667622686892,4,4
E0,1995-11-25,Southampton,Bolton,1,0,H,6,3,15,6,-3,-5,7,0,1461.7076483884568,1433.5689836333756,5,3
E0,1995-11-25,Newcastle,Leeds,2,1,H,11,8,31,30,7,0,15,6,1581.2643520874442,1531.1879207028903,7,7
E0,1995-11-25,Middlesbrough,Liverpool,2,1,H,5,7,10,14,-2,6,10,5,1521.9097544728252,1519.6124249361305,4,3
E0,1995-11-25,West Ham,QPR,1,0,H,8,2,24,6,1,-5,5,6,1494.108517877605,1450.1924558676044,3,3
E0,1995-11-25,Man City,Aston Villa,1,0,H,8,10,29,34,-4,3,7,10,1448.643386940262,1543.0015471965776,3,5
E0,1995-11-25,Coventry,Wimbledon,3,3,D,1,1,4,4,-8,-10,1,0,1440.4389162608975,1445.7196758453183,3,3
E0,1995-11-25,Chelsea,Tottenham,0,0,D,4,11,18,39,-6,3,10,13,1501.1174276263562,1540.0507124737405,3,4
E0,1995-11-25,Everton,Sheffield Weds,2,2,D,10,5,37,10,3,-2,7,7,1495.0424855414367,1465.8570257734398,3,4
E0,1995-11-26,Arsenal,Blackburn,0,0,D,9,7,27,22,3,8,15,1,1540.8075251188895,1489.1804157746406,5,8
E0,1995-11-27,Nott'm Forest,Man United,1,1,D,10,12,24,36,-2,11,13,10,1537.5616323278455,1566.551796789286,9,5
E0,1995-12-02,Tottenham,Everton,0,0,D,11,10,33,32,3,3,10,4,1538.9665196524713,1494.204430779715,7,7
E0,1995-12-02,Man United,Chelsea,1,1,D,10,5,29,19,8,-3,13,6,1565.743123011573,1502.2333505850504,5,7
E0,1995-12-02,Liverpool,Southampton,1,1,D,4,9,7,24,3,0,10,3,1509.964322041181,1470.899518666602,7,7
E0,1995-12-02,QPR,Middlesbrough,1,1,D,2,5,4,20,-5,-2,2,8,1441.6965964502144,1531.8436329771614,7,7
E0,1995-12-02,Bolton,Nott'm Forest,1,1,D,3,8,3,19,-5,-3,5,6,1424.639327063961,1538.3941052550897,7,5
E0,1995-12-02,Blackburn,West Ham,4,2,H,7,10,20,31,8,2,13,10,1490.6139634727792,1502.851200980699,6,7
E0,1995-12-02,Aston Villa,Arsenal,1,1,D,10,7,24,23,4,1,8,6,1530.6922423219364,1539.3324184995454,7,6
E0,1995-12-02,Leeds,Man City,0,1,A,8,10,22,36,2,-3,9,1,1522.8600099296657,1461.294374013103,7,7
E0,1995-12-03,Wimbledon,Newcastle,3,3,D,2,11,8,35,-5,3,4,8,1445.572068446543,1589.8329348737664,8,8
E0,1995-12-04,Sheffield Weds,Coventry,4,3,H,3,2,10,8,-3,-7,2,2,1466.6711239953302,1440.5908970364246,9,9
E0,1995-12-09,Southampton,Arsenal,0,0,D,7,8,20,21,-1,2,7,4,1471.987345927049,1539.0909374267346,7,7
E0,1995-12-09,Bolton,Liverpool,0,1,A,1,2,5,8,-6,-3,5,5,1427.801266503822,1508.8446609721452,7,7
E0,1995-12-09,Chelsea,Newcastle,1,0,H,6,11,19,29,0,3,8,9,1503.9908364456107,1586.0000584180007,7,6
E0,1995-12-09,Coventry,Blackburn,5,0,H,2,7,6,28,-6,7,1,2,1431.6043136680312,1500.9660339048312,5,7
E0,1995-12-09,Leeds,Wimbledon,1,1,D,7,3,14,11,1,-4,9,1,1511.1063253454422,1449.5009950447425,7,6
E0,1995-12-09,Man United,Sheffield Weds,2,2,D,8,6,24,22,6,-1,11,5,1563.9352563143707,1475.9218814573826,7,5
E0,1995-12-09,Middlesbrough,Man City,4,1,H,6,13,20,41,0,4,10,4,1529.3741598871964,1472.7183340414322,7,7
E0,1995-12-09,Tottenham,QPR,1,0,H,11,2,27,7,3,-5,8,3,1537.685244473159,1444.23453796741,7,7
E0,1995-12-10,Nott'm Forest,Aston Villa,1,1,D,6,8,16,19,-4,3,13,9,1535.3143090100746,1530.940875330141,8,8
E0,1995-12-11,Everton,West Ham,3,0,H,11,7,27,21,4,-1,8,10,1495.4494163269162,1492.7969420430916,9,9
E0,1995-12-16,Arsenal,Chelsea,1,1,D,6,8,18,28,1,1,13,4,1537.2361689458469,1516.3083697058087,7,7
E0,1995-12-16,Aston Villa,Coventry,4,1,H,6,5,16,19,0,0,6,2,1531.0631239241584,1443.5745980154738,6,7
E0,1995-12-16,Blackburn,Middlesbrough,1,0,H,7,8,21,29,3,3,15,8,1489.329037801853,1537.7577760835532,7,7
E0,1995-12-16,Newcastle,Everton,1,0,H,8,11,18,31,1,6,15,5,1574.020647210412,1505.3730734632961,7,5
E0,1995-12-16,QPR,Bolton,2,1,H,2,1,5,4,-4,-6,3,0,1437.057679438485,1420.0924771833265,7,7
E0,1995-12-16,Sheffield Weds,Leeds,6,2,H,6,5,21,12,-1,-1,5,5,1478.3351609194422,1509.3515334236336,7,7
E0,1995-12-16,West Ham,Southampton,2,1,H,7,5,14,18,-1,-3,8,4,1483.1587541977706,1473.8950799725383,5,7
E0,1995-12-16,Wimbledon,Tottenham,0,1,A,4,11,13,31,-1,3,2,11,1451.2067922465058,1545.0585572421548,7,7
E0,1995-12-17,Liverpool,Man United,2,0,H,5,9,21,21,-1,7,8,8,1516.3443187191392,1561.4548598633478,8,8
E0,1995-12-18,Man City,Nott'm Forest,1,1,D,10,6,28,15,0,-4,10,6,1464.5687550383307,1535.1884381181926,9,8
E0,1995-12-23,Wimbledon,Blackburn,1,1,D,3,10,9,29,-2,5,2,2,1443.8442231717672,1500.7139710942372,7,7
E0,1995-12-23,Tottenham,Bolton,2,2,D,11,1,35,3,3,-4,8,0,1552.2250802676572,1410.853083044443,7,7
E0,1995-12-23,Sheffield Weds,Southampton,2,2,D,8,5,30,13,3,-1,7,4,1489.2255198859223,1464.4413164257962,7,7
E0,1995-12-23,QPR,Aston Villa,1,0,H,4,8,18,25,-3,3,6,7,1446.5697693865175,1538.5969097443945,7,7
E0,1995-12-23,Coventry,Everton,2,1,H,4,8,14,20,-3,4,4,5,1436.243348472542,1497.545419106247,7,7
E0,1995-12-23,Middlesbrough,West Ham,4,2,H,7,7,21,22,2,-3,10,9,1526.6955915794329,1492.892187386381,7,7
E0,1995-12-23,Man City,Chelsea,0,1,A,10,9,23,25,0,2,11,5,1466.5738159396676,1516.8927375407902,5,7
E0,1995-12-23,Liverpool,Arsenal,3,1,H,8,7,31,17,2,2,8,5,1527.6354572432517,1536.6345459030654,6,7
E0,1995-12-23,Newcastle,Nott'm Forest,3,1,H,8,4,25,14,1,-7,15,6,1582.0701276868374,1533.2388309508958,7,5
E0,1995-12-24,Leeds,Man United,3,1,H,4,6,7,12,-5,2,7,7,1498.7729072522795,1550.484521954266,8,7
E0,1995-12-26,Nott'm Forest,Sheffield Weds,1,0,H,4,9,10,27,-2,5,11,6,1524.8770473303189,1488.5133806973686,3,3
E0,1995-12-26,Southampton,Tottenham,0,0,D,6,9,13,29,0,2,7,11,1465.1330596012765,1548.3666956688992,3,3
E0,1995-12-26,Everton,Middlesbrough,4,0,H,5,10,12,29,1,5,11,5,1486.128684670502,1535.7257098085363,3,3
E0,1995-12-26,Arsenal,QPR,3,0,H,4,7,10,29,-2,0,11,0,1526.6708076608004,1459.1582691674364,3,3
E0,1995-12-26,Blackburn,Man City,2,0,H,8,7,24,13,-2,-2,15,4,1499.1370924717135,1458.0120688933998,3,3
E0,1995-12-26,Chelsea,Wimbledon,1,2,A,9,4,31,11,2,-1,8,2,1525.2140560174003,1445.4666026820182,3,3
E0,1995-12-27,Bolton,Leeds,0,2,A,2,4,7,18,-3,-4,5,5,1414.6165442174597,1510.2503931214248,4,3
E0,1995-12-27,Man United,Newcastle,2,0,H,3,10,6,32,-4,3,11,6,1539.3316395614388,1590.6738318940897,3,4
E0,1995-12-30,Arsenal,Wimbledon,1,3,A,6,6,21,22,1,0,11,5,1534.7517341053833,1457.3850961770936,4,4
E0,1995-12-30,Blackburn,Tottenham,2,1,H,10,9,31,25,0,2,15,11,1507.9589164173644,1546.0798655847143,4,4
E0,1995-12-30,Bolton,Coventry,1,2,A,2,7,5,25,-4,2,4,2,1407.3016348209214,1447.989679362384,3,7
E0,1995-12-30,Chelsea,Liverpool,2,2,D,8,10,22,38,1,4,8,7,1512.9582174601887,1537.8944139282214,4,7
E0,1995-12-30,Everton,Leeds,2,0,H,7,7,22,29,5,-1,13,5,1497.5465835252182,1517.3710685692288,4,3
E0,1995-12-30,Man United,QPR,2,1,H,5,7,18,22,-2,-2,11,0,1550.7987230807164,1451.3003291249297,3,4
E0,1995-12-30,Nott'm Forest,Middlesbrough,1,0,H,6,7,21,19,-1,0,11,2,1533.834221919404,1524.631228131477,4,4
E0,1996-01-01,Wimbledon,Everton,2,3,A,8,9,31,30,2,7,3,4,1469.2393110279413,1508.1165596336407,2,2
E0,1996-01-01,Tottenham,Man United,4,1,H,8,7,16,28,1,-1,9,4,1535.3034992028868,1558.010732898787,2,2
E0,1996-01-01,Sheffield Weds,Bolton,4,2,H,8,1,18,3,4,-5,8,1,1479.810470773869,1398.4674063608825,6,2
E0,1996-01-01,Middlesbrough,Aston Villa,0,2,A,6,5,12,17,-1,1,10,7,1515.1757733404902,1526.3495089116473,2,9
E0,1996-01-01,Liverpool,Nott'm Forest,4,2,H,11,8,33,30,5,0,10,3,1537.198441772622,1543.5694003984597,2,2
E0,1996-01-01,Leeds,Blackburn,0,0,D,7,10,22,36,-2,-1,10,2,1507.1047653688165,1519.0517436504538,2,2
